,Unnamed: 0,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,jl0176_h,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,fsedu,msedu,fprofedu,mprofedu,freli,mreli,fegp88,living1,mprofstat,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust
1342,1342,992504,99252.0,57649,2016.0,[1] Taeglich,[3] Jeden Monat,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[5] Nie,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[5] Nie,[4] Seltener,[3] Jeden Monat,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[3] Etwa die Haelfte,[3] zufriedenstellend,165.0,1999.0,[3] Kleinstadt,3,4,7,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] Stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1999.0,"[2] B 1984 Migration (bis 1983, West)",[3] indirekter Migrationshintergrund,[6] Hessen,2010.0,[2] Realschule,[3] Fachoberschule,[24] Gewerbl.o.Lw.Lehre,[28] Beamtenausbildung,[6] konfessionslos,[1] Katholisch,[8] (VI) Skilled Manual Workers,15.0,[630] Gehobener Dienst,17.0,1,2010.0,1,4,1,8,-1.3222359271726765,-0.9709834075271422
1370,1370,875205,87521.0,58238,2007.0,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[3] Jeden Monat,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[4] keine Empfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,167.0,1990.0,[2] Mittelgrosse Stadt,3,3,4,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] Ueberhaupt nicht,[6] 6 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1990.0,"[2] B 1984 Migration (bis 1983, West)",[3] indirekter Migrationshintergrund,[8] Baden-Wuerttemberg,2000.0,[1] Hauptschule,[5] sonstiger Abschluss,"[27] FS,Techn.-o.Meisters",[10] Keine abg.Ausbildung,[4] Islamische RG,[4] Islamische RG,[8] (VI) Skilled Manual Workers,15.0,[10] nicht erw.taetig,17.0,1,2000.0,0,5,4,12,-0.12358523687450856,-0.9709834075271422
1372,1372,840803,84085.0,58262,2006.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[5] Nie,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,168.0,1989.0,[1] Grosstadt,5,6,6,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] Ueberhaupt nicht,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1989.0,"[2] B 1984 Migration (bis 1983, West)",[3] indirekter Migrationshintergrund,[8] Baden-Wuerttemberg,1999.0,[5] sonstiger Abschluss,[1] Hauptschule,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[4] Islamische RG,[4] Islamische RG,[8] (VI) Skilled Manual Workers,15.0,[10] nicht erw.taetig,17.0,1,1999.0,0,2,2,9,-1.0225732545981345,0.4521773154559709
1388,1388,584411,109355.0,58440,2011.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[4] Seltener,[2] Jede Woche,[4] Seltener,[4] Seltener,[3] Jeden Monat,[3] Jeden Monat,[4] Seltener,[2] Jede Woche,[3] Jeden Monat,[4] Seltener,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,164.0,1994.0,[3] Kleinstadt,3,5,4,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1994.0,"[2] B 1984 Migration (bis 1983, West)",[3] indirekter Migrationshintergrund,[8] Baden-Wuerttemberg,2004.0,[1] Hauptschule,[5] sonstiger Abschluss,[10] Keine abg.Ausbildung,[40] Sonstige Ausbildung,[4] Islamische RG,[4] Islamische RG,[8] (VI) Skilled Manual Workers,15.0,[210] ungelernter Arbeiter,17.0,1,2004.0,1,3,4,10,-0.7229105820235925,-0.9709834075271422
1397,1397,934807,102482.0,58491,2010.0,[2] Jede Woche,[4] Seltener,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[-1] keine Angabe,[2] Jede Woche,[-1] keine Angabe,[5] Nie,[2] Jede Woche,[2] Jede Woche,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[3] zufriedenstellend,180.0,1993.0,[3] Kleinstadt,3,3,5,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] Ueberhaupt nicht,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1993.0,"[2] B 1984 Migration (bis 1983, West)",[3] indirekter Migrationshintergrund,[8] Baden-Wuerttemberg,2004.0,[5] sonstiger Abschluss,[1] Hauptschule,[40] Sonstige Ausbildung,[10] Keine abg.Ausbildung,[4] Islamische RG,[4] Islamische RG,[6] (IVb) Small Self-Employed without Employees,15.0,[210] ungelernter Arbeiter,17.0,1,2004.0,1,5,3,11,-0.4232479094490505,-0.9709834075271422
1431,1431,595505,111414.0,59552,2014.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[5] Nie,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[2] Jede Woche,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[3] Etwa die Haelfte,[2] gut,168.0,1997.0,[3] Kleinstadt,3,2,7,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)","[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[4] Ueberhaupt nicht,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,"[2] B 1984 Migration (bis 1983, West)",[3] indirekter Migrationshintergrund,[6] Hessen,-2.0,[1] Hauptschule,[1] Hauptschule,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[4] Islamische RG,[4] Islamische RG,[3] (IIIa) Routine Clerical Work,15.0,[210] ungelernter Arbeiter,17.0,1,2007.0,1,6,1,10,-0.7229105820235925,-0.9709834075271422
1439,1439,2000903,200093.0,200093,2007.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[3] Jeden Monat,[4] Seltener,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[2] Realschulempfehlung,[2] Nein,[6] Niemand/Außer mir niemand,[2] gut,189.0,1990.0,[4] Auf dem Land,6,3,3,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)","[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1990.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2000.0,[2] Realschule,[3] Fachoberschule,"[25] Kaufm.L.,Bfs,Handels","[25] Kaufm.L.,Bfs,Handels",[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2000.0,0,5,5,16,1.0750654534236592,1.1637576769475273
1440,1440,2000904,200093.0,200093,2008.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[2] Jede Woche,[4] Seltener,[3] Jeden Monat,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[6] Niemand/Außer mir niemand,[2] gut,200.0,1991.0,[4] Auf dem Land,5,2,6,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] Stark,[10] 10 Zufrieden: Skala 0-Niedrig bis 10-Hoc,[1] maennlich,1991.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2002.0,[2] Realschule,[3] Fachoberschule,"[25] Kaufm.L.,Bfs,Handels","[25] Kaufm.L.,Bfs,Handels",[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2002.0,0,6,2,13,0.1760774357000334,0.4521773154559709
1441,1441,2002403,200247.0,200247,2009.0,[2] Jede Woche,[5] Nie,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[2] Jede Woche,[4] Seltener,[5] Nie,[4] Seltener,[2] Jede Woche,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,168.0,1992.0,[4] Auf dem Land,6,3,6,[4] 4 auf Skala 1-7,[2] 2 auf Skala 1-7,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1992.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2004.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[6] konfessionslos,[2] (II) Lower Managerial and Professional Workers,13.0,[530] mit qualifizierter Taetigkeit,17.0,1,2004.0,0,5,2,13,0.1760774357000334,1.1637576769475273
1442,1442,2002404,200247.0,200247,2011.0,[1] Taeglich,[5] Nie,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[6] Niemand/Außer mir niemand,[2] gut,173.0,1994.0,[4] Auf dem Land,3,3,6,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[6] 6 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[3] Nicht so stark,[5] 5 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1994.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[1] Schleswig-Holstein,-2.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[6] konfessionslos,[1] (I) Higher Managerial and Professional Workers,11.0,[530] mit qualifizierter Taetigkeit,17.0,1,2004.0,0,5,2,10,-0.7229105820235925,-0.9709834075271422
1446,1446,2007503,200751.0,200751,2006.0,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[1] Taeglich,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,176.0,1989.0,[4] Auf dem Land,4,2,1,[6] 6 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[2] Stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1989.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,1999.0,[4] Abitur,[2] Realschule,"[32] Hochsch.,Universit.","[25] Kaufm.L.,Bfs,Handels",[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,1999.0,0,6,7,17,1.3747281259982012,-0.2594030460355856
1447,1447,2007504,200751.0,200751,2008.0,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[4] Seltener,[5] Nie,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[3] Jeden Monat,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,168.0,1991.0,[4] Auf dem Land,3,2,6,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[6] 6 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1991.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,2003.0,[4] Abitur,[2] Realschule,"[32] Hochsch.,Universit.","[25] Kaufm.L.,Bfs,Handels",[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2003.0,1,6,2,11,-0.4232479094490505,-0.9709834075271422
1453,1453,2009004,200905.0,200905,2006.0,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[2] Jede Woche,[5] Nie,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[1] als SchulsprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,164.0,1989.0,[1] Grosstadt,6,2,4,"[7] 7 Trifft voll zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1989.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,2000.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.","[32] Hochsch.,Universit.",[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2000.0,0,6,4,16,1.0750654534236592,1.1637576769475273
1454,1454,2009005,200905.0,200905,2010.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[4] Seltener,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[1] Taeglich,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,176.0,1993.0,[1] Grosstadt,5,2,4,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1993.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[3] Niedersachsen,2003.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.","[32] Hochsch.,Universit.",[6] konfessionslos,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2003.0,1,6,4,15,0.7754027808491173,0.4521773154559709
1463,1463,2018603,201863.0,201863,2011.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[3] Jeden Monat,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,180.0,1994.0,[3] Kleinstadt,3,2,7,[3] 3 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1994.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,2005.0,[3] Fachoberschule,[3] Fachoberschule,"[27] FS,Techn.-o.Meisters","[25] Kaufm.L.,Bfs,Handels",[1] Katholisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2005.0,1,6,1,10,-0.7229105820235925,-0.9709834075271422
1471,1471,2031305,203130.0,203130,2006.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[5] Nie,[4] Seltener,[5] Nie,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[3] Jeden Monat,[5] Nie,[5] Nie,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,185.0,1989.0,[3] Kleinstadt,6,3,4,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[5] 5 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1989.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,1998.0,[4] Abitur,[2] Realschule,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,"[12] Arbeitslos,Krank",17.0,1,1998.0,0,5,4,15,0.7754027808491173,1.1637576769475273
1483,1483,2037604,203769.0,203769,2007.0,[1] Taeglich,[5] Nie,[1] Taeglich,[4] Seltener,[1] Taeglich,[3] Jeden Monat,[5] Nie,[1] Taeglich,[4] Seltener,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,168.0,1990.0,[2] Mittelgrosse Stadt,4,2,6,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1990.0,[5] E 1998 Aufstockung,[2] direkter Migrationshintergrund,[5] Nordrhein-Westfalen,2000.0,[5] sonstiger Abschluss,[5] sonstiger Abschluss,[40] Sonstige Ausbildung,[40] Sonstige Ausbildung,[2] Evangelisch,[2] Evangelisch,[9] (VIIa) Semi- and Unskilled Manual Workers,15.0,[220] angelernter Arbeiter,17.0,1,2000.0,0,6,2,12,-0.12358523687450856,-0.2594030460355856
1499,1499,2056403,205648.0,205648,2010.0,[4] Seltener,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[1] Taeglich,[1] Taeglich,[4] Seltener,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[4] Seltener,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,183.0,1993.0,[1] Grosstadt,6,2,6,[2] 2 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)","[7] 7 Trifft voll zu, (Skala 1-7)",[4] 4 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1993.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[8] Baden-Wuerttemberg,2003.0,[4] Abitur,[2] Realschule,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2003.0,0,6,2,14,0.47574010827457536,1.1637576769475273
1506,1506,2067303,206733.0,206733,2007.0,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[4] Seltener,[5] Nie,[5] Nie,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[5] Nie,[5] Nie,[4] Seltener,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,164.0,1990.0,[3] Kleinstadt,5,3,4,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1990.0,[5] E 1998 Aufstockung,[1] kein Migrationshintergrund,[9] Bayern,2000.0,[4] Abitur,[2] Realschule,"[30] FHS,Ingeniuerschule","[25] Kaufm.L.,Bfs,Handels",[1] Katholisch,[1] Katholisch,[2] (II) Lower Managerial and Professional Workers,15.0,"[540] hochqualif.,Leitungsfunktion",17.0,1,2000.0,0,5,4,14,0.47574010827457536,0.4521773154559709
